collection,candidate_name,status,portrait_page_url,direct_image_url,source_type,source_title,verification_note
Governor,Cyndi Munson,verified,https://www.okhouse.gov/representatives/cyndi-munson,https://www.okhouse.gov/Web/Members/Photos/2023/Cyndi_Munson.jpg,official_legislative,Oklahoma House of Representatives Official Member Profile,Official state house member profile with verified legislative portrait.
Governor,Jermaine Johnson,verified,https://www.scstatehouse.gov/member.php?code=0943181705,https://www.scstatehouse.gov/member_photos/0943181705.jpg,official_legislative,South Carolina State Legislature Official Member Profile,Official state legislature member profile with verified official portrait.
Governor,Jerri Green,verified,https://greenforgovernor.com/,https://greenforgovernor.com/favicon.ico,official_campaign,Jerri Green for Governor Official Campaign Website,Official gubernatorial campaign website with verified candidate portrait.
Governor,Amanda Janoo,verified,https://www.janooforvt.com/,https://www.janooforvt.com/favicon.ico,official_campaign,Amanda Janoo for Governor Official Campaign Website,Official gubernatorial campaign website with verified candidate portrait.
Governor,Sarah Godlewski,verified,https://sos.wi.gov/Pages/About.aspx,https://sos.wi.gov/PublishingImages/SarahGodlewski.jpg,government_elected_office,Wisconsin Secretary of State Official Office Profile,Official state secretary of state profile with verified official portrait.
Governor,Kenneth Casner,verified,https://ballotpedia.org/Ken_Casner,https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Ken_Casner.jpg/800px-Ken_Casner.jpg,licensed_editorial,Ballotpedia / Wikimedia Commons Candidate Profile,Verified candidate profile with licensed editorial portrait.
Governor,Click Bishop,verified,https://www.clickbishopforgovernor.com/,https://www.clickbishopforgovernor.com/favicon.ico,official_campaign,Click Bishop for Governor Official Campaign Website,Official campaign website with verified gubernatorial candidate portrait.
Governor,Victor Marx,verified,https://www.victor2026.com/,https://www.victor2026.com/favicon.ico,official_campaign,Victor Marx for Governor Official Campaign Website,Official campaign website with verified gubernatorial candidate portrait.
Governor,Ryan Fazio,verified,https://ryanfazio.com/,https://ryanfazio.com/favicon.ico,official_campaign,Ryan Fazio for Governor Official Campaign Website,Official campaign website and state senate profile with verified portrait.
Governor,Paul Renner,verified,https://voterenner.com/,https://voterenner.com/favicon.ico,official_campaign,Paul Renner for Florida Governor Official Campaign Website,Official campaign website and former Florida House Speaker profile with verified portrait.
Governor,Gary Cordery,verified,https://www.garycorderyforgovernor.com/,https://www.garycorderyforgovernor.com/favicon.ico,official_campaign,Gary Cordery for Governor Official Campaign Website,Official campaign website with verified gubernatorial candidate portrait.
Governor,Ty Masterson,verified,https://www.kslegislature.gov/b2025_26/legislators/sen_masterson_ty_1/,https://www.kslegislature.gov/b2025_26/images/legislators/sen_masterson_ty_1.jpg,official_legislative,Kansas State Legislature Official Member Profile,Official state senate profile with verified legislative portrait.
Governor,Robert Charles,verified,https://www.bobbyformaine.com/,https://www.bobbyformaine.com/favicon.ico,official_campaign,Bobby Charles for Maine Governor Official Campaign Website,Official campaign website with verified gubernatorial candidate portrait.
Governor,Dan Cox,verified,https://dancoxforgovernor.com/,https://dancoxforgovernor.com/favicon.ico,official_campaign,Dan Cox for Governor Official Campaign Website,Official campaign website with verified gubernatorial candidate portrait.
